param,param_value,mux_type,k_min,M,density,rep,N,avg_skr,avg_qber,avg_fidelity,avg_ent_rate,reachability
alpha,0.19714285714285715,no_mux,100,1,1.0,4,1000,237.91064783137824,0.07133851982335743,0.8929922202649639,1366.828913576298,0.971997997997998
alpha,0.20857142857142857,no_mux,100,1,1.0,4,1000,227.61350283706264,0.07204454522664792,0.8919331821600281,1323.455175648482,0.9680600600600601
alpha,0.22,no_mux,100,1,1.0,4,1000,218.15015588313176,0.07199297522488644,0.8920105371626704,1269.095545873155,0.9708308308308309
V,0.8,no_mux,100,1,1.0,4,1000,4.724895637369717,0.22607650638303273,0.6608852404254509,1087.5666554066931,0.004046046046046046
V,0.8271428571428572,no_mux,100,1,1.0,4,1000,5.7177123647183175,0.20287056838337544,0.695694147424937,1130.9744845923974,0.0354974974974975
V,0.8542857142857143,no_mux,100,1,1.0,4,1000,14.93323854975351,0.17649793138416905,0.7352531029237463,1202.3348135378449,0.05024824824824825
V,0.8814285714285715,no_mux,100,1,1.0,4,1000,23.50554844863284,0.1491129459896719,0.7763305810154921,1259.0036493654015,0.048876876876876876
V,0.9085714285714286,no_mux,100,1,1.0,4,1000,65.4054705777986,0.11930994357118056,0.8210350846432292,1337.8053018963287,0.2672172172172172
V,0.9357142857142857,no_mux,100,1,1.0,4,1000,164.86927996203676,0.08809140790702115,0.8678628881394683,1406.414314980776,0.882064064064064
V,0.9628571428571429,no_mux,100,1,1.0,4,1000,340.92640056204374,0.05544234890271647,0.9168364766459254,1471.6932987427565,0.9997837837837837
V,0.99,no_mux,100,1,1.0,4,1000,596.529543411572,0.01945590779567599,0.970816138306486,1552.119434746544,1.0
